Source reference,Soil name,Site label,Depth (cm),Horizon,Field/lab,Sample Height (cm),Sample diameter (cm),Method,Ksat,Units,Bulk density,Very coarse,Coarse,Medium,Fine,Very fine,Sand (%),Silt  (%),Clay (%),Coarse fragments (%),Textural class,Organic carbon,Organic matter,Units,Stdev_Bulk density,Stdev_Sand (%),Stdev_Silt  (%),Stdev_Clay (%),Stdev_Coarse_fragments (%),Textural class,Stdev_Organic carbon,Other potentally relevant info,,
8,pedon,Plot 2,127-133,Bt3 ,Lab,6,5.4,Constant Head,8.52X 10^-3,cm/hr,1,1.7,5.1,11.1,10.8,8.5,4.6,40.1,20,40,,,,,,0.03,,,,,,,,
8,pedon,Plot 2,147-153,BC1 ,Lab,6,5.4,Constant Head,7.01 X 10^-3,cm/hr,1,1.67,6.4,12,11.8,10,5.8,46,23,31,,,,,,0.04,,,,,,,,
8,pedon,Plot 2,177-183,BC2 ,Lab,6,5.4,Constant Head,1.04X10^-2,cm/hr,1,1.64,3.3,9.6,17.8,12.9,6,49.6,22,29,,,,,,0.05,,,,,,,,
8,pedon,Plot 2,207-213,C ,Lab,6,5.4,Constant Head,1.23X10^-2,cm/hr,1,1.61,4.5,12.9,17.3,13.7,6.7,55.1,26,20,,,,,,0.04,,,,,,,,
8,pedon,Plot 3,7-Jan,Ap,Lab,6,5.4,Constant Head,50.6,cm/hr,1,1.26,7,18.2,24.8,18.1,5.6,73.7,20,6,,,,,,0.06,,,,,,,,
8,pedon,Plot 3,12-Jun,Ap,Lab,6,5.4,Constant Head,14.2,cm/hr,1,1.61,7,18.2,24.8,18.1,5.6,73.7,20,6,,,,,,0.08,,,,,,,,
8,pedon,Plot 3,17-23,BA ,Lab,6,5.4,Constant Head,8.77,cm/hr,1,1.68,7.9,14,16.6,11.6,4.3,54.4,23,23,,,,,,0.04,,,,,,,,bulk density and Ksat don't match depth perfectly
8,pedon,Plot 3,32-38,Btl ,Lab,6,5.4,Constant Head,15.2,cm/hr,1,1.45,5,8.8,8.7,6.2,3.7,32.4,19,49,,,,,,0.05,,,,,,,,bulk density and Ksat don't match depth perfectly
8,pedon,Plot 3,52-58,Bt1,Lab,6,5.4,Constant Head,4.4,cm/hr,1,1.45,5,8.8,8.7,6.2,3.7,32.4,19,49,,,,,,0.1,,,,,,,,
8,pedon,Plot 3,72-78,Bt2 ,Lab,6,5.4,Constant Head,1.15,cm/hr,1,1.48,5,8.8,8.7,6.2,3.7,32.4,19,49,,,,,,0.05,,,,,,,,
8,pedon,Plot 3,87-93,Bt2,Lab,6,5.4,Constant Head,1.05,cm/hr,1,1.6,7.6,8.2,7,5.3,4,32.1,25,43,,,,,,0.04,,,,,,,,
8,pedon,Plot 3,112-118,Bt3 ,Lab,6,5.4,Constant Head,1.79X 10^-2,cm/hr,1,1.64,7.6,8.2,7,5.3,4,32.1,25,43,,,,,,0.05,,,,,,,,
8,pedon,Plot 3,132-138,Bt3,Lab,6,5.4,Constant Head,2.66 X 10^-2,cm/hr,1,1.61,6.8,8.6,6.7,6.7,5.1,33.9,28,38,,,,,,0.02,,,,,,,,
8,pedon,Plot 3,162-168,BC ,Lab,6,5.4,Constant Head,5.63 X 10^-2,cm/hr,1,1.58,13.5,12.1,7.3,5.6,3.6,42.1,34,24,,,,,,0.04,,,,,,,,
8,pedon,Plot 3,197-203,C ,Lab,6,5.4,Constant Head,1.91 X 10^-1,cm/hr,1,1.51,6.9,9.3,10.5,10.2,7.6,44.5,33,23,,,,,,0.04,,,,,,,,
8,pedon,Plot 4,7-Jan,Ap ,Lab,6,5.4,Constant Head,18.1,cm/hr,1,1.34,10.9,22.1,23.1,15.3,5.8,77.2,15,7,,,,,,0.12,,,,,,,,
8,pedon,Plot 4,12-Jun,Ap,Lab,6,5.4,Constant Head,20.2,cm/hr,1,1.56,10.9,22.1,23.1,15.3,5.8,77.2,15,7,,,,,,0.07,,,,,,,,
8,pedon,Plot 4,17-23,BA ,Lab,6,5.4,Constant Head,7.69,cm/hr,1,1.69,5.2,12,13.3,9.1,3.8,43.4,20,37,,,,,,0.05,,,,,,,,
8,pedon,Plot 4,27-33,Btl ,Lab,6,5.4,Constant Head,18.8,cm/hr,1,1.43,3.7,8.5,7.9,6.1,3.6,29.8,20,50,,,,,,0.1,,,,,,,,
8,pedon,Plot 4,57-63,Bt1,Lab,6,5.4,Constant Head,10.8,cm/hr,1,1.37,3.7,8.5,7.9,6.1,3.6,29.8,20,50,,,,,,0.15,,,,,,,,
8,pedon,Plot 4,87-93,Bt1,Lab,6,5.4,Constant Head,2.59,cm/hr,1,1.51,3.7,8.5,7.9,6.1,3.6,29.8,20,50,,,,,,0.07,,,,,,,,
8,pedon,Plot 4,107-113,Bt2 ,Lab,6,5.4,Constant Head,2.1OX 1^-1 ,cm/hr,1,1.56,3,9.4,9,7.5,4.8,33.7,25,41,,,,,,0.04,,,,,,,,
8,pedon,Plot 4,127-133,Bt2,Lab,6,5.4,Constant Head,2.02X10^-1 ,cm/hr,1,1.55,3,9.4,9,7.5,4.8,33.7,25,41,,,,,,0.03,,,,,,,,
8,pedon,Plot 4,147-153,BC ,Lab,6,5.4,Constant Head,3.51 X 10^-2 ,cm/hr,1,1.53,5,10.2,9,8.4,5.2,37.8,27,36,,,,,,0.03,,,,,,,,
8,pedon,Plot 4,172-178,C ,Lab,6,5.4,Constant Head,7.10X10^-1 ,cm/hr,1,1.48,8.8,12.9,11.9,11.6,6.9,52.1,24,24,,,,,,0.06,,,,,,,,
8,pedon,Plot 4,212-218,C,Lab,6,5.4,Constant Head,2.23X10^-1,cm/hr,1,1.39,8.8,12.9,11.9,11.6,6.9,52.1,24,24,,,,,,0.07,,,,,,,,
8,pedon,Plot 5,7-Jan,Ap ,Lab,6,5.4,Constant Head,25.4,cm/hr,1,1.44,7.4,20.7,22.7,13.6,5.3,69.7,15,14,,,,,,0.12,,,,,,,,
8,pedon,Plot 5,12-Jun,Ap ,Lab,6,5.4,Constant Head,15,cm/hr,1,1.67,7.4,20.7,22.7,13.6,5.3,69.7,15,14,,,,,,0.08,,,,,,,,
8,pedon,Plot 5,17-23,Ap ,Lab,6,5.4,Constant Head,7.79,cm/hr,1,1.71,7.4,20.7,22.7,13.6,5.3,69.7,15,14,,,,,,0.05,,,,,,,,
8,pedon,Plot 5,32-38,Btl ,Lab,6,5.4,Constant Head,14.6,cm/hr,1,1.45,6,12.2,10.3,7,3.7,39.2,18,42,,,,,,0.08,,,,,,,,
8,pedon,Plot 5,57-63,Btl ,Lab,6,5.4,Constant Head,10.5,cm/hr,1,1.49,6,12.2,10.3,7,3.7,39.2,18,42,,,,,,0.09,,,,,,,,
8,pedon,Plot 5,77-83,Bt2 ,Lab,6,5.4,Constant Head,4.71 X 10^-l ,cm/hr,1,1.55,5,14.4,11.6,9.2,6.6,46.8,22,31,,,,,,0.06,,,,,,,,
8,pedon,Plot 5,97-103,Bt2 ,Lab,6,5.4,Constant Head,1.63,cm/hr,1,1.64,5,14.4,11.6,9.2,6.6,46.8,22,31,,,,,,0.03,,,,,,,,
8,pedon,Plot 5,122-128,BC ,Lab,6,5.4,Constant Head,4.89X10^-1,cm/hr,1,1.63,6.1,15.5,11.4,9.1,7.1,49.2,26,25,,,,,,0.03,,,,,,,,
8,pedon,Plot 5,157-163,BC ,Lab,6,5.4,Constant Head,1.64,cm/hr,1,1.6,6.1,15.5,11.4,9.1,7.1,49.2,26,25,,,,,,0.05,,,,,,,,
8,pedon,Plot 5,177-183,C ,Lab,6,5.4,Constant Head,7.62 X 10^-1,cm/hr,1,1.55,6.4,12.8,10.4,10.2,8.8,48.6,28,23,,,,,,0.05,,,,,,,,
8,pedon,Plot 5,207-213,C ,Lab,6,5.4,Constant Head,1.42,cm/hr,1,1.5,6.4,12.8,10.4,10.2,8.8,48.6,28,23,,,,,,0.05,,,,,,,,
8,pedon,Plot 6,7-Jan,Ap ,Lab,6,5.4,Constant Head,1.45,cm/hr,1,35.2,8.6,23.6,25.5,15.8,5.6,79.1,13,8,,,,,,0.13,,,,,,,,
8,pedon,Plot 6,12-Jun,Ap ,Lab,6,5.4,Constant Head,1.59,cm/hr,1,31.9,8.6,23.6,25.5,15.8,5.6,79.1,13,8,,,,,,0.07,,,,,,,,
8,pedon,Plot 6,13-19,Ap ,Lab,6,5.4,Constant Head,1.63,cm/hr,1,11.2,8.6,23.6,25.5,15.8,5.6,79.1,13,8,,,,,,0.07,,,,,,,,
8,pedon,Plot 6,23-29,AB ,Lab,6,5.4,Constant Head,1.77,cm/hr,1,2.4,8.3,17.7,18.9,13,5.2,63.1,18,18,,,,,,0.08,,,,,,,,
8,pedon,Plot 6,37-43,Btl ,Lab,6,5.4,Constant Head,1.54,cm/hr,1,3.89,5.6,11.6,10.6,6,3.4,37.2,13,49,,,,,,0.11,,,,,,,,
8,pedon,Plot 6,61-67,Bt2 ,Lab,6,5.4,Constant Head,1.49,cm/hr,1,4.61,6.8,12,10,7.4,4.4,40.6,12,47,,,,,,0.1,,,,,,,,
8,pedon,Plot 6,91-97,BC1 ,Lab,6,5.4,Constant Head,1.72,cm/hr,1,2.68 X 10^-2,8.4,15,10.8,8.8,6.7,49.7,18,32,,,,,,0.03,,,,,,,,
8,pedon,Plot 6,123-129,BC2 ,Lab,6,5.4,Constant Head,1.72,cm/hr,1,5.95 X 10^-2,10.9,17,11.5,8.9,6.8,55.1,19,25,,,,,,0.02,,,,,,,,
8,pedon,Plot 6,157-163,C ,Lab,6,5.4,Constant Head,1.7,cm/hr,1,9.86 X 10^-1,8,17.9,14.6,11.2,7.3,59,19,20,,,,,,0.03,,,,,,,,
8,pedon,Plot 6,187-193,C ,Lab,6,5.4,Constant Head,1.67,cm/hr,1,2.42 X 10^-1,8,17.9,14.6,11.2,7.3,59,19,20,,,,,,0.04,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source reference,Soil name,Site label,Depth (inches),Horizon,Field/lab,Sample Height (cm),Sample diameter (cm),Method,Ksat,Units,Ksat Yes/No,Bulk density,Very coarse,Coarse,Medium,Fine,Very fine,Sand (%),Silt  (%),Clay (%),Coarse fragments (%),Textural class,Organic carbon,Organic matter,Units,Stdev_Bulk density,Stdev_Ksat,Stdev_Sand (%),Stdev_Silt  (%),Stdev_Clay (%),Stdev_Coarse_fragments (%),Textural class,Stdev_Organic carbon,Other potentally relevant info
9,Bayboro Clay loam,22,0-12,Ap,Lab,9.40054,9.736836,Constant head,0.61,in/hr,1,1.32,,,,,,33,33.8,33.2,,,,,,,,,,,,,,
9,Bayboro Clay,22,Dec-36,Btg,Lab,9.40054,9.736836,Constant head,0.3,,,1.31,,,,,,35.1,24.8,40.1,,,,,,,,,,,,,,
9,Bladen Fine Sandy loam,70,0-10,Ap,Lab,9.40054,9.736836,Constant head,0.37,,,1.19,,,,,,66.7,18.6,14.7,,,,,,,,,,,,,,
9,Bladen Clay,70,19-Oct,B21tg,Lab,9.40054,9.736836,Constant head,9.48,,,1.19,,,,,,39.8,15.5,44.7,,,,,,,,,,,,,,
9,Bladen Sandy Clay,70,19-38,B22tg,Lab,9.40054,9.736836,Constant head,0.8,,,1.19,,,,,,45.5,17.6,36.9,,,,,,,,,,,,,,
9,Bladen Sandy Clay Loam,70,38-72,Cg,Lab,9.40054,9.736836,Constant head,10.07,,,1.35,,,,,,78.5,1,20.5,,,,,,,,,,,,,,
9,Bladen Fine Sandy Loam,36,0-10,Ap,Lab,9.40054,9.736836,Constant head,1.7,,,1.4,,,,,,74.5,19.3,6.2,,,,,,,,,,,,,,
9,Bladen Sandy Loam,36,19-Oct,Blg,Lab,9.40054,9.736836,Constant head,5.49,,,1.56,,,,,,74.7,20.6,4.7,,,,,,,,,,,,,,
9,Bladen Sandy Clay,36,20-34,B2tg,Lab,9.40054,9.736836,Constant head,0.11,,,1.58,,,,,,48.7,13.7,37.6,,,,,,,,,,,,,,
9,Bladen Fine Sandy loam,41,0-13,Ap,Lab,9.40054,9.736836,Constant head,0.49,,,1.49,,,,,,69.5,24.9,5.6,,,,,,,,,,,,,,
9,Bladen Sandy loam,41,13-20,A2,Lab,9.40054,9.736836,Constant head,7.56,,,1.48,,,,,,70.1,22.9,7,,,,,,,,,,,,,,
9,Bladen Clay,41,20-36,B2tg,Lab,9.40054,9.736836,Constant head,0.18,,,1.33,,,,,,36.8,15.1,48.1,,,,,,,,,,,,,,
9,Bladen Sandy Clay Loam,41,36+,Cg,Lab,9.40054,9.736836,Constant head,0.04,,,1.64,,,,,,48.5,18.6,32.9,,,,,,,,,,,,,,
9,Bladen Loam,4,0-9,Ap,Lab,9.40054,9.736836,Constant head,1.27,,,1.45,,,,,,61.4,32.6,6,,,,,,,,,,,,,,
9,Bladen Clay,4,Sep-36,Btg,Lab,9.40054,9.736836,Constant head,0.16,,,1.22,,,,,,25.9,23.2,50.9,,,,,,,,,,,,,,
9,Bladen Loamy sand,35,0-8,Ap,Lab,9.40054,9.736836,Constant head,8.17,,,1.26,,,,,,78.4,17.1,4.5,,,,,,,,,,,,,,
9,Bladen Sandy Loam,35,14-Aug,Blg,Lab,9.40054,9.736836,Constant head,8.55,,,1.51,,,,,,71.2,23.6,5.2,,,,,,,,,,,,,,
9,Bladen Sandy Clay,35,14-36,B2tg,Lab,9.40054,9.736836,Constant head,0.84,,,1.57,,,,,,47.4,12.1,40.5,,,,,,,,,,,,,,
9,Bladen very fine sandy loam,34,0-8,Ap,Lab,9.40054,9.736836,Constant head,8.06,,,1.38,,,,,,72.1,21.1,6.8,,,,,,,,,,,,,,
9,Bladen Sandy Loam,34,17-Aug,Blg,Lab,9.40054,9.736836,Constant head,3.69,,,1.59,,,,,,63.5,29.7,6.8,,,,,,,,,,,,,,
9,Bladen Clay Loam,34,17-36,B2tg,Lab,9.40054,9.736836,Constant head,1.55,,,1.5,,,,,,40.1,22.5,37.4,,,,,,,,,,,,,,
9,Bladen Very Fine Sandy Loam,68,0-8,Ap,Lab,9.40054,9.736836,Constant head,0.19,,,1.43,,,,,,66.5,26.5,8,,,,,,,,,,,,,,
9,Bladen Sandy Loam,68,15-Aug,A2g,Lab,9.40054,9.736836,Constant head,0.24,,,1.63,,,,,,64.7,29.8,5.5,,,,,,,,,,,,,,
9,Bladen Clay Loam,68,15-28,B21tg,Lab,9.40054,9.736836,Constant head,0.27,,,1.44,,,,,,42.7,26.1,31.2,,,,,,,,,,,,,,
9,Bladen Clay,68,28+,B22tg,Lab,9.40054,9.736836,Constant head,0.06,,,1.45,,,,,,34.7,21.6,43.7,,,,,,,,,,,,,,
9,Capers Clay Loam,83,0-12,A,Lab,9.40054,9.736836,Constant head,0.74,,,1.12,,,,,,35.1,30.1,34.8,,,,,,,,,,,,,,
9,Capers Clay Loam,83,Dec-40,Cg,Lab,9.40054,9.736836,Constant head,0.54,,,1.26,,,,,,37.3,27.1,35.6,,,,,,,,,,,,,,
9,Capers Clay Loam,84,0-12,A,Lab,9.40054,9.736836,Constant head,4.23,,,0.95,,,,,,24.2,41.9,33.9,,,,,,,,,,,,,,
9,Capers Clay Loam,84,Dec-40,Cg,Lab,9.40054,9.736836,Constant head,0.08,,,1.13,,,,,,23.9,40.4,35.7,,,,,,,,,,,,,,
9,Capers Clay  ,58,0-9,A11,Lab,9.40054,9.736836,Constant head,32.68,,,1,,,,,,8.3,33.6,58.1,,,,,,,,,,,,,,
9,Capers Clay,58,20-Sep,A12g,Lab,9.40054,9.736836,Constant head,29.86,,,0.9,,,,,,3.7,31.1,65.2,,,,,,,,,,,,,,
9,Capers Clay,58,20-96,Cg,Lab,9.40054,9.736836,Constant head,0.17,,,0.93,,,,,,12.4,37,50.6,,,,,,,,,,,,,,
9,Charleston Loamy Sand,27,0-10,Ap,Lab,9.40054,9.736836,Constant head,2,,,1.6,,,,,,89.5,4.1,6.4,,,,,,,,,,,,,,
9,Chraleston Sandy Loam,27,30-Nov,Bt,Lab,9.40054,9.736836,Constant head,8.1,,,1.5,,,,,,81.2,2.8,16,,,,,,,,,,,,,,
9,Chewacla Loam,99,0-10,Ap,Lab,9.40054,9.736836,Constant head,0.04,,,1.43,,,,,,42.3,41.4,16.3,,,,,,,,,,,,,,
9,Chewacla Loam,99,19-Oct,C1,Lab,9.40054,9.736836,Constant head,6.68,,,1.41,,,,,,40.6,35.3,24.1,,,,,,,,,,,,,,
9,Chewacla Silt Loam,99,19+,C2,Lab,9.40054,9.736836,Constant head,0.21,,,1.15,,,,,,11,65.5,23.5,,,,,,,,,,,,,,
9,Chewacla Loamy Sand,96,0-8,A11,Lab,9.40054,9.736836,Constant head,0,,,,,,,,,81.5,14,4,,,,,,,,,,,,,,
9,Chewacla Loamy Sand,96,16-Aug,A12,Lab,9.40054,9.736836,Constant head,0,,,,,,,,,77.5,18,4.5,,,,,,,,,,,,,,
9,Chewacla Sandy Clay,96,16-24,C1,Lab,9.40054,9.736836,Constant head,0,,,,,,,,,46.7,17.2,36.1,,,,,,,,,,,,,,
9,Chewacla Clay Loam,96,24+,C2,Lab,9.40054,9.736836,Constant head,0,,,,,,,,,43.4,25.1,31.6,,,,,,,,,,,,,,
9,Chewacla Loam,98,0-8,Ap,Lab,9.40054,9.736836,Constant head,11.39,,,1.2,,,,,,46.8,39.5,13.7,,,,,,,,,,,,,,
9,Chewacla Silt Loam,98,16-Aug,C1,Lab,9.40054,9.736836,Constant head,0.31,,,1.48,,,,,,19.8,54.1,26.1,,,,,,,,,,,,,,
9,Chewacla Silty Clay Loam,98,16+,C2g,Lab,9.40054,9.736836,Constant head,0.03,,,1.5,,,,,,11.4,57.9,30.7,,,,,,,,,,,,,,
9,Congaree Fine Sandy Loam,97,0-8,Ap,Lab,9.40054,9.736836,Constant head,1.31,,,1.23,,,,,,66.5,24.5,9,,,,,,,,,,,,,,
9,Congaree Clay,97,16-Aug,C1,Lab,9.40054,9.736836,Constant head,3.38,,,1.37,,,,,,19.8,23.7,56.5,,,,,,,,,,,,,,
9,Congaree Clay Loam,97,16-30,C2,Lab,9.40054,9.736836,Constant head,2.4,,,1.38,,,,,,43.4,22.2,34.4,,,,,,,,,,,,,,
9,Congaree Clay Loam,97,30+,C3,Lab,9.40054,9.736836,Constant head,1.81,,,1.52,,,,,,25,42.4,32.6,,,,,,,,,,,,,,
9,Congaree Loam,100,0-8,Ap,Lab,9.40054,9.736836,Constant head,6.8,,,1.41,,,,,,48.1,33.4,18.5,,,,,,,,,,,,,,
9,Congaree Loam,100,24-Aug,C1,Lab,9.40054,9.736836,Constant head,3.64,,,1.17,,,,,,34.2,44.3,21.5,,,,,,,,,,,,,,
