Source reference,Soil name,Site label,Depth (cm),Horizon,Field/lab,Sample Height (cm),Sample diameter (cm),Method,Ksat,Units,Bulk density,Very coarse,Coarse,Medium,Fine,Very fine,Sand (%),Silt  (%),Clay (%),Coarse fragments (%),Textural class,Organic carbon,Organic matter,Units,Stdev_Bulk density,Stdev_Sand (%),Stdev_Silt  (%),Stdev_Clay (%),Stdev_Coarse_fragments (%),Textural class,Stdev_Organic carbon,Other potentally relevant info,,
35,,Dade,0cm..20cm,Lk1,lab,5.4,3,Constant Head,41.9,cm/hr,1,1.01,0.1,0.2,0.3,0.5,1.3,2.4,70.6,27,,marl,,,,,,,,,,,,
35,,Dade,20cm..41cm,Lk2,lab,5.4,3,Constant Head,11.1,cm/hr,1,0.94,0,0.1,0.2,0.3,1,1.7,81.3,17,,marl,,,,,,,,,,,,
35,,Dade,41cm..61cm,Lk3,lab,5.4,3,Constant Head,0.8,cm/hr,1,0.9,0,0.1,0.1,0.1,0.9,1.2,87,11.7,,marl,,,,,,,,,,,,
35,,Dade,61cm..61+cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..25cm,Lk1,lab,5.4,3,Constant Head,23.1,cm/hr,1,0.98,0.2,0.4,1,2,4.6,8.2,73.6,18.2,,marl,,,,,,,,,,,,
35,,Dade,25cm..41cm,Lk2,lab,5.4,3,Constant Head,14.3,cm/hr,1,1.02,0,0.2,0.3,0.5,1.8,2.8,84,13.2,,marl,,,,,,,,,,,,
35,,Dade,41cm..86cm,Lk3,lab,5.4,3,Constant Head,2.8,cm/hr,1,0.98,0,0,0.1,0.8,1.5,2.4,89.6,8,,marl,,,,,,,,,,,,
35,,Dade,86cm..86+cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..20cm,Lkp,lab,5.4,3,Constant Head,7.8,cm/hr,1,1.06,,,,,,6.1,58.5,35.4,,marl,2.26,,,,,,,,,,,
35,,Dade,20cm..36cm,Lk1,lab,5.4,3,Constant Head,4.3,cm/hr,1,1.21,,,,,,0.9,70.5,28.6,,marl,1.02,,,,,,,,,,,
35,,Dade,36cm..51cm,Lk2,lab,5.4,3,Constant Head,9.7,cm/hr,1,1.23,,,,,,11.8,59.5,28.6,,marl,,,,,,,,,,,,
35,,Dade,51cm..64cm,2Bt,lab,5.4,3,Constant Head,2,cm/hr,1,1.31,,,,,,68.8,14.2,17,,SL,,,,,,,,,,,,
35,,Dade,64cm..64+cm,2R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..8cm,A,lab,5.4,3,Constant Head,42.4,cm/hr,1,0.85,,,,,,43.8,31.7,24.5,,l,5.55,,,,,,,,,,,
35,,Dade,8cm..23cm,Bt1,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,41.1,22.4,36.5,,cl,1.71,,,,,,,,,,,
35,,Dade,23cm..30cm,Bt2,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,35.7,20.8,43.5,,c,,,,,,,,,,,,
35,,Dade,0cm..8cm,Ap,lab,5.4,3,Constant Head,0.6,cm/hr,1,1.15,,,,,,50.5,28.6,20.8,,[VGR-L],,,,,,,,,,,,
35,,Dade,8cm..8+cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..20cm,Lkp,lab,5.4,3,Constant Head,7.72,cm/hr,1,1.09,0.3,0.9,1.5,2,1,5.7,82,12.3,,Marl,2.11,,,,,,,,,,,
35,,Dade,20cm..38cm,Lk,lab,5.4,3,Constant Head,0.27,cm/hr,1,1.12,0,0,0,0.4,0.1,0.5,94.5,5,,Marl,1.29,,,,,,,,,,,
35,,Dade,38cm..38cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..20cm,Lkp,lab,5.4,3,Constant Head,1.47,cm/hr,1,1.02,0.2,0.9,1.5,1.7,0.7,5,83.4,11.6,,Marl,2.19,,,,,,,,,,,
35,,Dade,20cm..38cm,Lk,lab,5.4,3,Constant Head,8.81,cm/hr,1,1.08,0.4,0.8,1.3,1.8,1.8,6.1,83.7,10.2,,Marl,2.12,,,,,,,,,,,
35,,Dade,38cm..76cm,2A,lab,5.4,3,Constant Head,244.7,cm/hr,1,0.2,0,0.1,1.7,11,3.2,16,26.6,57.4,,C,4.86,,,,,,,,,,,
35,,Dade,76cm..76+cm,3R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..20cm,Lkp,lab,5.4,3,Constant Head,48,cm/hr,1,0.97,1.9,3.8,3.2,3.1,1.6,13.6,67.7,18.7,,Marl,3.76,,,,,,,,,,,
35,,Dade,20cm..20+cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..28cm,Lkp,lab,5.4,3,Constant Head,71,cm/hr,1,1.04,0.1,0.3,0.6,1,0.6,2.6,65.6,31.8,,Marl,3.08,,,,,,,,,,,
35,,Dade,28cm..40cm,Lk1,lab,5.4,3,Constant Head,19.7,cm/hr,1,0.98,0,0,0.2,0.4,0.4,1,82.5,16.5,,Marl,1.95,,,,,,,,,,,
35,,Dade,40cm..65cm,Lk2,lab,5.4,3,Constant Head,26.6,cm/hr,1,0.96,0,0.1,0.2,0.2,0.2,0.7,88.7,10.6,,Marl,1.98,,,,,,,,,,,
35,,Dade,65cm..68cm,Lk and Oa,lab,5.4,3,Constant Head,,cm/hr,0,,0.1,0.8,3.3,14.3,6.5,25,69.1,6,,Marl,13.39,,,,,,,,,,,
35,,Dade,68cm..68cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,112cm..112cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..15cm,Ap,lab,5.4,3,Constant Head,46,cm/hr,1,1.18,6.3,10.7,10.7,14.2,6.9,48.8,33,18.2,,[VGR-L],3.03,,,,,,,,,,,
35,,Dade,15cm..25cm,C,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,25cm..25cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..13cm,Ap,lab,5.4,3,Constant Head,11.19,cm/hr,1,1.22,8.6,12.3,10.8,11.8,6.5,50,32.4,17.6,,VGR-L,2.95,,,,,,,,,,,
35,,Dade,13cm..17cm,C,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,17cm..17cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,0cm..15cm,Ap,lab,5.4,3,Constant Head,1.37,cm/hr,1,1.5,1.7,5.8,19.1,46.4,4.7,77.7,13.7,8.6,,[VGR-FSL],1.6,,,,,,,,,,,
35,,Dade,15cm..25cm,C,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,Dade,25cm..25cm,R,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,DeSoto,0cm..10cm,A,lab,5.4,3,Constant Head,30.9,cm/hr,1,1.28,0,1,10.7,73.6,12.7,98,1.8,0.2,,FS,1.76,,,,,,,,,,,
35,,DeSoto,10cm..36cm,E,lab,5.4,3,Constant Head,29.6,cm/hr,1,1.38,0,1.2,11.1,75,10.9,98.2,1,0.8,,FS,0.38,,,,,,,,,,,
35,,DeSoto,36cm..86cm,Eg,lab,5.4,3,Constant Head,23.7,cm/hr,1,1.58,0,1.2,10.4,75.2,12.2,99,0.2,0.8,,FS,0.04,,,,,,,,,,,
35,,DeSoto,86cm..91cm,Bh1,lab,5.4,3,Constant Head,3.38,cm/hr,1,1.67,0,1.2,10.3,72.4,11.4,95.3,4.6,0.1,,FS,0.79,,,,,,,,,,,
35,,DeSoto,91cm..102cm,Bh2,lab,5.4,3,Constant Head,5.2,cm/hr,1,1.65,0,1.2,9.8,73.2,12,96.2,1.7,2.1,,FS,0.36,,,,,,,,,,,
35,,DeSoto,102cm..122cm,Bh3,lab,5.4,3,Constant Head,7.63,cm/hr,1,1.65,0,1.3,9.7,73,12.2,96.2,1.6,2.2,,FS,0.55,,,,,,,,,,,
35,,DeSoto,122cm..157cm,Btg1,lab,5.4,3,Constant Head,9.43,cm/hr,1,1.6,0,0.7,7.6,60.1,9.1,77.5,1.4,21.1,,SCL,0.37,,,,,,,,,,,
35,,DeSoto,157cm..203cm,Btg2,lab,5.4,3,Constant Head,0.37,cm/hr,1,1.75,0,0.7,6.7,60.5,9.9,77.8,1.4,20.8,,SCL,0.21,,,,,,,,,,,
35,,DeSoto,0cm..15cm,Ap,lab,5.4,3,Constant Head,6.18,cm/hr,1,1.37,0,1.2,13,73.1,9.5,96.8,2.7,0.5,,FS,1.58,,,,,,,,,,,
35,,DeSoto,15cm..33cm,Eg,lab,5.4,3,Constant Head,14.9,cm/hr,1,1.57,0,2.1,14,71.2,8.6,95.9,3.2,0.9,,FS,0.36,,,,,,,,,,,
35,,DeSoto,33cm..46cm,Bw1,lab,5.4,3,Constant Head,19.05,cm/hr,1,1.57,0,2.1,14.9,71.7,8.6,97.3,1.8,0.9,,FS,0.2,,,,,,,,,,,
35,,DeSoto,46cm..66cm,Bw2,lab,5.4,3,Constant Head,17.1,cm/hr,1,1.63,0,1.8,14,72.6,9.1,97.5,1.3,1.2,,FS,0.08,,,,,,,,,,,
35,,DeSoto,66cm..79cm,Bw3,lab,5.4,3,Constant Head,1.85,cm/hr,1,1.71,0,1.9,14.5,70.2,8.8,95.4,0.9,3.7,,FS,0.09,,,,,,,,,,,
35,,DeSoto,79cm..109cm,Btg/Eg,lab,5.4,3,Constant Head,0.33,cm/hr,1,1.82,0,1.5,11.9,64.9,8.7,87,2.9,10.1,,LFS,0.17,,,,,,,,,,,
35,,DeSoto,109cm..145cm,Btg (upper),lab,5.4,3,Constant Head,14.6,cm/hr,1,1.68,0,1.5,12.3,60.5,7.3,81.6,2.1,16.3,,FSL,0.15,,,,,,,,,,,
35,,DeSoto,145cm..180cm,Btg (lower),lab,5.4,3,Constant Head,0.18,cm/hr,1,1.75,0,1.2,10.4,66.1,5.5,83.2,1.5,15.3,,FSL,0.15,,,,,,,,,,,
35,,DeSoto,180cm..203cm,Cg,lab,5.4,3,Constant Head,,cm/hr,0,,0,0.8,9,83.7,5,98.5,0,1.5,,FS,0.05,,,,,,,,,,,
35,,DeSoto,0cm..15cm,Ap,lab,5.4,3,Constant Head,13.15,cm/hr,1,1.62,0,1.4,13.7,67.6,14.4,97.1,2.2,0.7,,FS,0.62,,,,,,,,,,,
35,,DeSoto,15cm..28cm,Bw1,lab,5.4,3,Constant Head,20.05,cm/hr,1,1.62,0,1.2,11.8,68.4,14.8,96.2,2,1.8,,FS,0.28,,,,,,,,,,,
35,,DeSoto,28cm..58cm,Bw2 (upper),lab,5.4,3,Constant Head,27.6,cm/hr,1,1.49,0,1.1,12,67.7,15.2,96,2.2,1.8,,FS,0.2,,,,,,,,,,,
35,,DeSoto,58cm..91cm,Bw2 (lower),lab,5.4,3,Constant Head,28.9,cm/hr,1,1.45,0,1.1,10.9,67.6,16.3,95.9,2.4,1.7,,FS,0.13,,,,,,,,,,,
35,,DeSoto,91cm..137cm,Bw3,lab,5.4,3,Constant Head,26.3,cm/hr,1,1.63,0,1.1,11.3,68.3,15.9,96.6,1.8,1.6,,FS,0.05,,,,,,,,,,,
35,,DeSoto,137cm..170cm,Eg (upper),lab,5.4,3,Constant Head,23.7,cm/hr,1,1.47,0,1.2,11.6,69.3,15.3,97.4,1.5,1.1,,FS,0.02,,,,,,,,,,,
35,,DeSoto,56cm..76cm,Eg/Bw,lab,5.4,3,Constant Head,22.35,cm/hr,1,1.65,0,1.3,12.6,72.2,12.2,98.3,1.1,0.6,,FS,0.06,,,,,,,,,,,
35,,DeSoto,170cm..203cm,Eg (lower),lab,5.4,3,Constant Head,22.4,cm/hr,1,1.45,0,1.1,11.7,69.7,15,97.5,1.4,1.1,,FS,0.01,,,,,,,,,,,
35,,DeSoto,0cm..15cm,A,lab,5.4,3,Constant Head,22.4,cm/hr,1,1.33,0,3.1,20.7,67.1,8.1,99,0.7,0.3,,FS,0.75,,,,,,,,,,,
35,,DeSoto,15cm..66cm,E/Eg (upper),lab,5.4,3,Constant Head,27.6,cm/hr,1,1.61,0,3.2,20.1,66.5,9,98.8,0.4,0.8,,FS,0.11,,,,,,,,,,,
35,,DeSoto,66cm..117cm,E/Eg (lower),lab,5.4,3,Constant Head,28.25,cm/hr,1,1.5,0,3.9,18.8,67.2,9.1,99,0.2,0.8,,FS,0.04,,,,,,,,,,,
35,,DeSoto,117cm..122cm,Bh1,lab,5.4,3,Constant Head,15.8,cm/hr,1,1.4,0,4.6,19.2,62.8,8.1,94.7,2.1,3.2,,FS,1.5,,,,,,,,,,,
35,,DeSoto,122cm..132cm,Bh2,lab,5.4,3,Constant Head,11.85,cm/hr,1,1.35,0.1,4.7,18.3,62.3,8.5,93.9,2.4,3.7,,FS,1.71,,,,,,,,,,,
35,,DeSoto,132cm..150cm,Bw1,lab,5.4,3,Constant Head,24.35,cm/hr,1,1.44,0.1,5.1,20.8,63.2,7.6,96.8,0.7,2.5,,FS,0.68,,,,,,,,,,,
35,,DeSoto,150cm..168cm,Bw2,lab,5.4,3,Constant Head,22.4,cm/hr,1,1.51,0,4.7,21.4,64,7.7,97.8,0.6,1.6,,FS,0.3,,,,,,,,,,,
35,,DeSoto,119cm..140cm,Bh2,lab,5.4,3,Constant Head,5,cm/hr,1,1.36,0,0.8,6.4,71.2,10.3,88.7,4.7,6.6,,FS,2.36,,,,,,,,,,,
35,,DeSoto,140cm..165cm,Bh3,lab,5.4,3,Constant Head,1.92,cm/hr,1,1.49,0,0.8,5.5,72.8,8.4,87.5,2.6,9.9,,LFS,0.78,,,,,,,,,,,
35,,DeSoto,165cm..203cm,Bw,lab,5.4,3,Constant Head,,cm/hr,0,,,,,,,,,,,,,,,,,,,,,,,
35,,DeSoto,0cm..13cm,A,lab,5.4,3,Constant Head,10.36,cm/hr,1,1.46,0,1.4,13.6,70.3,11.7,97,1.1,1.9,,FS,2.26,,,,,,,,,,,
35,,DeSoto,76cm..137cm,Bw/Bh,lab,5.4,3,Constant Head,21.05,cm/hr,1,1.65,0,1.4,12.9,72,11.6,97.9,1.1,1,,FS,0.07,,,,,,,,,,,
35,,DeSoto,137cm..203cm,Bw,lab,5.4,3,Constant Head,21.7,cm/hr,1,1.68,0,1.6,13.1,72.3,11.5,98.5,0.7,0.8,,FS,0.09,,,,,,,,,,,
35,,DeSoto,0cm..33cm,Oa1,lab,5.4,3,Constant Head,131,cm/hr,1,0.32,,,,,,,,,,Muck,37.66,,,,,,,,,,,
35,,DeSoto,33cm..48cm,Oa2,lab,5.4,3,Constant Head,131,cm/hr,1,0.23,,,,,,,,,,Muck,25.56,,,,,,,,,,,
35,,DeSoto,48cm..58cm,A,lab,5.4,3,Constant Head,41.75,cm/hr,1,1.4,0,1.5,15.7,72.7,8.8,98.7,0.1,1.2,,FS,3.42,,,,,,,,,,,
35,,DeSoto,58cm..203cm,Cg,lab,5.4,3,Constant Head,25.65,cm/hr,1,1.62,0,1.9,15.6,70,10.6,98.1,1.5,0.4,,FS,0.07,,,,,,,,,,,
35,,DeSoto,0cm..15cm,Ap,lab,5.4,3,Constant Head,40.1,cm/hr,1,1.36,0,0.4,9.4,73.8,12.8,96.4,2,1.6,,FS,1.79,,,,,,,,,,,
35,,DeSoto,15cm..51cm,Eg,lab,5.4,3,Constant Head,18.4,cm/hr,1,1.6,0.1,1.1,9.1,73.2,13.9,97.4,1.7,0.9,,FS,0.22,,,,,,,,,,,
35,,DeSoto,51cm..63cm,Bw1,lab,5.4,3,Constant Head,25,cm/hr,1,1.59,0,1,8.8,75.2,13.1,98.1,1.2,0.7,,FS,0.01,,,,,,,,,,,
35,,DeSoto,63cm..79cm,Bw2,lab,5.4,3,Constant Head,20.35,cm/hr,1,1.63,0,1.1,9.6,72.9,13.2,96.8,2.2,1,,FS,0.02,,,,,,,,,,,
35,,DeSoto,79cm..172cm,Eg1,lab,5.4,3,Constant Head,22.05,cm/hr,1,1.63,0,0.9,9.6,74.1,13.1,97.7,1.7,0.6,,FS,0.02,,,,,,,,,,,
35,,DeSoto,172cm..203cm,Eg2,lab,5.4,3,Constant Head,5.04,cm/hr,1,1.68,0,1.4,8.7,74.6,9.1,93.8,1.6,4.6,,FS,0.05,,,,,,,,,,,
35,,DeSoto,0cm..13cm,A,lab,5.4,3,Constant Head,59.8,cm/hr,1,1.3,0,0.4,11.2,70.6,16.3,98.5,0.1,1.4,,FS,2.41,,,,,,,,,,,
35,,DeSoto,13cm..30cm,Eg1,lab,5.4,3,Constant Head,23.65,cm/hr,1,1.54,0,1.4,13.1,69.9,14.2,98.6,0.7,0.7,,FS,0.21,,,,,,,,,,,
35,,DeSoto,30cm..74cm,Eg2,lab,5.4,3,Constant Head,27.95,cm/hr,1,1.67,0,2.2,13.5,68.5,14.1,98.3,1.5,0.2,,FS,0.08,,,,,,,,,,,
35,,DeSoto,74cm..155cm,Eg3,lab,5.4,3,Constant Head,12.5,cm/hr,1,1.74,0,1.1,10.9,68.5,14.5,95,2.1,2.9,,FS,0.12,,,,,,,,,,,
35,,DeSoto,155cm..203cm,Eg4,lab,5.4,3,Constant Head,45,cm/hr,1,1.62,0.1,6.3,39.3,50.8,2.8,99.3,0.1,0.6,,FS,0.02,,,,,,,,,,,
35,,DeSoto,0cm..15cm,A,lab,5.4,3,Constant Head,35.85,cm/hr,1,1.5,0,1.3,15.6,67.8,13.8,98.5,0.6,0.9,,FS,0.6,,,,,,,,,,,
35,,DeSoto,15cm..30cm,Bw1,lab,5.4,3,Constant Head,21,cm/hr,1,1.64,0,2.4,13.2,69.2,13.8,98.6,0.8,0.6,,FS,0.09,,,,,,,,,,,
35,,DeSoto,30cm..58cm,Bw2,lab,5.4,3,Constant Head,28.3,cm/hr,1,1.62,0,2.4,13.4,66.5,15.9,98.2,1.3,0.5,,FS,0.04,,,,,,,,,,,
35,,DeSoto,58cm..76cm,Bw3,lab,5.4,3,Constant Head,11.5,cm/hr,1,1.69,0,2.5,14.2,67.2,13.3,97.2,1.9,0.9,,FS,0.02,,,,,,,,,,,
35,,DeSoto,76cm..127cm,Bw4,lab,5.4,3,Constant Head,11.6,cm/hr,1,1.75,0,2.5,12.9,67.2,14.8,97.4,1.8,0.8,,FS,0.07,,,,,,,,,,,
35,,DeSoto,127cm..203cm,Btg,lab,5.4,3,Constant Head,6.59,cm/hr,1,1.72,0,1.7,10.6,57.3,11.9,81.5,2,16.5,,FSL,0.02,,,,,,,,,,,
35,,DeSoto,0cm..18cm,Ap,lab,5.4,3,Constant Head,44.05,cm/hr,1,1.04,0,1.4,16.5,60,19.4,97.3,0.5,2.2,,FS,5.86,,,,,,,,,,,
35,,DeSoto,18cm..36cm,Eg1,lab,5.4,3,Constant Head,15.75,cm/hr,1,1.51,0,1.2,13.2,61.2,20.9,96.5,2.9,0.6,,FS,0.7,,,,,,,,,,,
35,,DeSoto,36cm..74cm,Eg2,lab,5.4,3,Constant Head,21.05,cm/hr,1,1.62,0,1.2,13.1,62.1,21.1,97.5,1.9,0.6,,FS,0.14,,,,,,,,,,,
35,,DeSoto,74cm..81cm,Bh1,lab,5.4,3,Constant Head,22.35,cm/hr,1,1.6,0,1.4,12.8,57.8,19.5,91.5,4.8,3.7,,FS,1.19,,,,,,,,,,,
35,,DeSoto,81cm..119cm,Bh2,lab,5.4,3,Constant Head,12.35,cm/hr,1,1.66,0,1.2,12.3,61.2,21.2,95.9,2.6,1.5,,FS,0.6,,,,,,,,,,,
35,,DeSoto,119cm..173cm,Bw,lab,5.4,3,Constant Head,7.07,cm/hr,1,1.66,0,1.3,12.4,59.9,21.1,94.7,2.9,2.4,,FS,0.53,,,,,,,,,,,
35,,DeSoto,173cm..190cm,Btg1,lab,5.4,3,Constant Head,0.48,cm/hr,1,1.79,0.1,1.3,10.7,56.8,15.1,84,3,13,,LFS,0.21,,,,,,,,,,,
35,,DeSoto,190cm..203cm,Btg2,lab,5.4,3,Constant Head,0.14,cm/hr,1,1.87,0,0.8,10,53.5,11.8,76.1,2.1,21.8,,SCL,0.14,,,,,,,,,,,
35,,DeSoto,0cm..15cm,A,lab,5.4,3,Constant Head,10.74,cm/hr,1,1.32,0,3.3,13.8,65.7,13,95.8,2.7,1.5,,FS,2.48,,,,,,,,,,,
35,,DeSoto,15cm..30cm,E/Eg,lab,5.4,3,Constant Head,21.25,cm/hr,1,1.53,0,3.1,12.4,69.6,12.8,97.9,1.7,0.4,,FS,0.18,,,,,,,,,,,
35,,DeSoto,30cm..38cm,Bh,lab,5.4,3,Constant Head,16.23,cm/hr,1,1.29,0,2.6,11.7,67.5,13.4,95.2,1.7,3.1,,FS,3.11,,,,,,,,,,,
35,,DeSoto,38cm..48cm,Bw1,lab,5.4,3,Constant Head,29.6,cm/hr,1,1.4,0,2.9,11.6,67.7,13.2,95.4,1.6,3,,FS,1.62,,,,,,,,,,,
35,,DeSoto,48cm..94cm,Bw2,lab,5.4,3,Constant Head,19.05,cm/hr,1,1.65,0,2.9,11.5,68.8,14.1,97.3,1.7,1,,FS,0.2,,,,,,,,,,,
35,,DeSoto,94cm..145cm,Bh1,lab,5.4,3,Constant Head,1.57,cm/hr,1,1.77,0,2.9,11,67.4,13,94.3,4.1,1.6,,FS,0.27,,,,,,,,,,,
35,,DeSoto,145cm..188cm,Bh2,lab,5.4,3,Constant Head,3.51,cm/hr,1,1.5,0,3.2,10.3,70.5,11.5,95.5,3.8,0.7,,FS,0.74,,,,,,,,,,,
35,,DeSoto,188cm..203cm,Bh3,lab,5.4,3,Constant Head,1.51,cm/hr,1,1.57,0,3.4,11,69.4,10.4,94.2,4.2,1.6,,FS,0.79,,,,,,,,,,,
35,,DeSoto,0cm..10cm,Ap,lab,5.4,3,Constant Head,6.86,cm/hr,1,1.41,0,0.9,7.9,66.4,18.9,94.1,2.9,3,,FS,1.33,,,,,,,,,,,
35,,DeSoto,10cm..23cm,Eg1,lab,5.4,3,Constant Head,5.31,cm/hr,1,1.56,0,1,8,67,18,94,4,2,,FS,0.17,,,,,,,,,,,
35,,DeSoto,23cm..38cm,Eg2,lab,5.4,3,Constant Head,4.11,cm/hr,1,1.62,0,0.8,7.3,68,16.9,93,2.8,4.2,,FS,0.21,,,,,,,,,,,
35,,DeSoto,38cm..66cm,Btg1,lab,5.4,3,Constant Head,1.2,cm/hr,1,1.69,0,0.9,7.4,62,16.9,87.2,4.1,8.7,,LFS,0.05,,,,,,,,,,,
35,,DeSoto,66cm..86cm,Btg2,lab,5.4,3,Constant Head,0.15,cm/hr,1,1.59,0,0.8,7.4,60.1,16.6,84.9,4.4,10.7,,LFS,0.07,,,,,,,,,,,
35,,DeSoto,84cm..147cm,E/B,lab,5.4,3,Constant Head,0.02,cm/hr,1,1.72,0,0.9,7.4,62.7,17,88,3.8,8.2,,LFS,0.07,,,,,,,,,,,
35,,DeSoto,147cm..203cm,Btg,lab,5.4,3,Constant Head,0.09,cm/hr,1,1.65,0,0.9,7.3,60.9,14.3,83.4,4.4,12.2,,LFS,0.08,,,,,,,,,,,
35,,DeSoto,0cm..13cm,A,lab,5.4,3,Constant Head,20.7,cm/hr,1,1.38,0,1.4,11.8,67.3,15.8,96.3,2.8,0.9,,FS,0.81,,,,,,,,,,,
35,,DeSoto,13cm..36cm,E,lab,5.4,3,Constant Head,21.05,cm/hr,1,1.43,0,1.3,11,68.1,15.6,96,2.7,1.3,,FS,0.51,,,,,,,,,,,
35,,DeSoto,36cm..114cm,Bw1,lab,5.4,3,Constant Head,31.55,cm/hr,1,1.49,0,1.4,10.7,67.8,16.9,96.8,2.2,1,,FS,0.2,,,,,,,,,,,
35,,DeSoto,114cm..150cm,Bw2,lab,5.4,3,Constant Head,36.15,cm/hr,1,1.51,0,1.2,10.2,67.4,18.1,96.9,2.1,1,,FS,0.1,,,,,,,,,,,
35,,DeSoto,150cm..170cm,Bh1,lab,5.4,3,Constant Head,43.4,cm/hr,1,1.4,0,1.3,10.9,67.5,16.9,96.6,2.2,1.2,,FS,0.24,,,,,,,,,,,
35,,DeSoto,170cm..203cm,Bh2,lab,5.4,3,Constant Head,41.1,cm/hr,1,1.47,0,1.4,10.9,69,17.7,99,0.1,0.9,,FS,1.3,,,,,,,,,,,
35,,DeSoto,0cm..10cm,A,lab,5.4,3,Constant Head,43.05,cm/hr,1,1.29,0,1.8,16.9,63.6,15.3,97.6,1.4,1,,FS,1.23,,,,,,,,,,,
35,,DeSoto,10cm..102cm,E/Eg (upper),lab,5.4,3,Constant Head,26.65,cm/hr,1,1.61,0,1.8,14.2,66.9,15.7,98.6,1.2,0.2,,FS,0.02,,,,,,,,,,,
35,,DeSoto,102cm..203cm,E/Eg (lower),lab,5.4,3,Constant Head,27.6,cm/hr,1,1.59,0,2,14.4,65.9,16.3,98.6,1.1,0.3,,FS,0.02,,,,,,,,,,,
35,,DeSoto,0cm..5cm,Oa,lab,5.4,3,Constant Head,407.5,cm/hr,1,0.45,,,,,,,,,,Muck,13.79,,,,,,,,,,,
35,,DeSoto,5cm..18cm,A,lab,5.4,3,Constant Head,2.08,cm/hr,1,1.28,0.3,2.6,18.5,38.8,10.9,71.1,7,21.9,,SCL,3.07,,,,,,,,,,,
35,,DeSoto,18cm..68cm,Bg1 (upper),lab,5.4,3,Constant Head,2.08,cm/hr,1,1.29,0.2,2,16.6,36.5,10.8,66.1,9.7,24.2,,SCL,0.69,,,,,,,,,,,
35,,DeSoto,68cm..119cm,Bg1 (lower),lab,5.4,3,Constant Head,2.56,cm/hr,1,1.33,0.2,2.1,15.4,33.7,10.5,61.9,10.3,27.8,,SCL,0.72,,,,,,,,,,,
35,,DeSoto,119cm..165cm,Bg2,lab,5.4,3,Constant Head,2.13,cm/hr,1,1.63,1.2,3.4,20.8,42,9.2,76.6,5.2,18.2,,FSL,0.15,,,,,,,,,,,
35,,DeSoto,165cm..203cm,Cg,lab,5.4,3,Constant Head,0.76,cm/hr,1,1.6,2.8,5.6,19.4,61.8,2,91.6,1.8,6.6,,FS,0.17,,,,,,,,,,,
35,,DeSoto,0cm..18cm,A,lab,5.4,3,Constant Head,41.2,cm/hr,1,1.11,0.1,3,31.2,49.8,11.3,95.4,3.3,1.3,,S,2.53,,,,,,,,,,,
35,,DeSoto,18cm..36cm,E/Eg,lab,5.4,3,Constant Head,16.65,cm/hr,1,1.49,0.1,3.3,25.9,53.2,13.4,95.9,3.4,0.7,,FS,0.53,,,,,,,,,,,
35,,DeSoto,36cm..53cm,Eg1,lab,5.4,3,Constant Head,21.05,cm/hr,1,1.59,0.3,4,23.3,54.6,14.6,96.8,2.9,0.3,,FS,0.19,,,,,,,,,,,
35,,DeSoto,53cm..66cm,Eg2,lab,5.4,3,Constant Head,24.3,cm/hr,1,1.63,0.3,3.9,22.8,55.1,14.9,97,2.5,0.5,,FS,0.15,,,,,,,,,,,
35,,DeSoto,66cm..79cm,Bh,lab,5.4,3,Constant Head,9.59,cm/hr,1,1.43,0.4,4.3,22.4,52.9,13.5,93.5,2.4,4,,FS,1.03,,,,,,,,,,,
